heuristic,trial,originalIndividualAvgTime,originalIndividualLOC,originalIndividualCharacters,bestIndividualAvgTime,bestIndividualLOC,bestIndividualCharacters,time,better
RD,6,"59479",1481,59479,"56461",1407,56461,"11017,643",true
RD,
RD,8,"59479",1481,59479,"57480",1432,57480,"10857,33",true
RD,9,"59479",1481,59479,"57281",1435,57281,"10194,464",true
RD,10,"59479",1481,59479,"57635",1436,57635,"10655,095",true
RD,11,"59479",1481,59479,"57777",1439,57777,"10823,367",true
RD,12,"59479",1481,59479,"57252",1435,57252,"10982,233",true
RD,13,"59479",1481,59479,"57258",1439,57258,"10799,058",true
RD,14,"59479",1481,59479,"57899",1445,57899,"10932,581",true
RD,15,"59479",1481,59479,"56553",1413,56553,"11323,879",true
RD,16,"59479",1481,59479,"57976",1446,57976,"10992",true
RD,17,"59479",1481,59479,"57962",1449,57962,"10923,695",true
RD,18,"59479",1481,59479,"57484",1433,57484,"11308,651",true
RD,19,"59479",1481,59479,"57263",1422,57263,"10968,422",true
RD,20,"59479",1481,59479,"57199",1427,57199,"9238,879",true
RD,21,"59479",1481,59479,"56960",1425,56960,"10723,012",true
RD,22,"59479",1481,59479,"57793",1443,57793,"10718,134",true
RD,23,"59479",1481,59479,"56617",1411,56617,"10775,284",true
RD,24,"59479",1481,59479,"58112",1452,58112,"10888,698",true
RD,25,"59479",1481,59479,"56175",1409,56175,"11192,374",true
RD,26,"59479",1481,59479,"57042",1430,57042,"10752,783",true
RD,27,"59479",1481,59479,"56948",1421,56948,"10925,027",true
RD,28,"59479",1481,59479,"57655",1445,57655,"10740,489",true
RD,29,"59479",1481,59479,"57852",1442,57852,"11267,535",true
