Rodada;Algoritmo;Funcao;min;max;media;mediana;duracao;quantidade
21;RD;fromParts;0.06781;1.676909;0.0727925;0.09184661919831218;87.07059499999994;948
23;RD;getTimeFieldValues;0.000941;0.026488;0.0066619999999999995;0.006791585000000002;1.3583170000000004;200
23;RD;_create1;0.092413;0.716289;0.13976149999999998;0.2294221166666666;27.53065399999999;120
24;RD;getTimeFieldValues;0.000913;0.064548;0.007531;0.011038844999999997;2.2077689999999994;200
24;RD;_create1;0.092848;1.614664;0.13658199999999998;0.25887303333333334;31.064764;120
25;RD;_create1;0.093888;0.656085;0.14041;0.2685520416666668;32.22624500000001;120
26;RD;fromParts;0.06766;1.635749;0.0707355;0.0944646533613445;44.96517499999999;476
27;RD;fromParts;0.065955;1.640524;0.072199;0.09053479025423723;213.66210499999985;2360
27;RD;getTimeFieldValues;0.001007;0.051718;0.0076685;0.010745655000000003;2.1491310000000006;200
27;RD;_create1;0.093281;0.657067;0.14276149999999999;0.2537261333333333;30.447136;120
28;RD;_create1;0.113636;0.787363;0.1701435;0.2867407416666666;34.40888899999999;120
29;RD;fromParts;0.067314;0.856008;0.069924;0.09343646413502105;22.144441999999987;237
29;RD;_create1;0.116603;0.731973;0.1575425;0.27822575;3.338709;12
0;HC;fromParts;0.067814;2.13281;0.072525;0.1022671436619719;36.30483600000002;355
0;HC;_create1;0.116281;0.743066;0.16399550000000002;0.28609127777777776;5.149643;18
1;HC;fromParts;0.067104;1.660385;0.072494;0.09623887763713089;22.80861400000002;237
1;HC;_create1;0.094433;0.627865;0.132015;0.227828;2.733936;12
2;HC;fromParts;0.066304;1.682661;0.072388;0.09310392385786802;55.024419;591
2;HC;_create1;0.113984;0.752638;0.161162;0.2843082333333333;8.529247;30
3;HC;fromParts;0.108853;1.207605;0.428119;0.543174;2.172696;4
4;HC;fromParts;0.068558;0.857304;0.07124649999999999;0.09333256666666664;22.399815999999994;240
4;HC;_create1;0.115258;0.725334;0.15711999999999998;0.2798029166666666;3.3576349999999993;12
5;HC;fromParts;0.176992;1.681681;0.2819315;0.605634;2.422536;4
6;HC;fromParts;0.066857;1.827984;0.0719395;0.09069724661016956;214.04550200000017;2360
6;HC;_create1;0.093668;0.716317;0.1420765;0.23318502499999996;27.982202999999995;120
7;HC;fromParts;0.06645;2.341997;0.0730315;0.09606584810126588;91.07042400000006;948
7;HC;_create1;0.114777;0.755247;0.1603425;0.2826058125;13.565079;48
8;HC;fromParts;0.066748;1.771895;0.0712555;0.09242555847457645;218.12431800000044;2360
8;HC;_create1;0.092615;0.709385;0.1390215;0.2546836583333333;30.56203899999999;120
9;HC;fromParts;0.06793;0.818489;0.0697;0.09141463809523812;9.598537000000002;105
9;HC;_create1;0.629928;0.629928;0.629928;0.629928;0.629928;1
10;HC;fromParts;0.063878;1.746398;0.0717575;0.09272447203389819;218.82975399999972;2360
10;HC;_create1;0.090087;0.673454;0.13168449999999998;0.2284237833333334;27.410854000000008;120
11;HC;fromParts;0.06601;0.832044;0.070388;0.09036396624472572;21.416259999999994;237
11;HC;_create1;0.115463;0.757463;0.159381;0.2830269166666667;3.396323;12
12;HC;fromParts;0.39534;0.39534;0.39534;0.39534;0.39534;1
13;HC;fromParts;0.068937;0.802702;0.071877;0.09469777310924372;11.269035000000002;119
13;HC;_create1;0.096363;0.650399;0.1335675;0.25581016666666667;1.534861;6
14;HC;fromParts;0.066636;1.753943;0.075727;0.09700884703389845;228.94087900000034;2360
14;HC;_create1;0.092855;0.710677;0.137939;0.2347431416666666;28.16917699999999;120
15;HC;fromParts;0.066487;0.872076;0.06967100000000001;0.09673973750000003;23.217537000000007;240
15;HC;_create1;0.114435;0.732819;0.1587355;0.28174583333333336;3.3809500000000003;12
16;HC;fromParts;0.066457;1.675956;0.0726135;0.09075165805084748;214.17391300000006;2360
16;HC;_create1;0.092061;0.668384;0.13711050000000002;0.22805859166666667;27.367031;120
17;HC;fromParts;0.066175;1.710076;0.0728325;0.09223961101694907;217.6854819999998;2360
17;HC;_create1;0.093023;0.740898;0.143567;0.2586592833333333;31.039113999999998;120
18;HC;fromParts;0.066666;1.009003;0.069844;0.08885674595842971;115.4249130000002;1299
18;HC;_create1;0.092589;0.663071;0.1399135;0.22703266666666663;14.984155999999997;66
19;HC;fromParts;0.066284;1.690227;0.071806;0.09171482372881362;216.44698400000016;2360
19;HC;_create1;0.112912;0.811997;0.1615655;0.28315654166666665;33.978784999999995;120
20;HC;fromParts;0.066622;1.712521;0.0719305;0.0937011351694916;221.1346790000002;2360
20;HC;_create1;0.114346;0.9377;0.1712795;0.2892310833333333;34.70773;120
21;HC;fromParts;0.065846;2.365298;0.070016;0.09226198731501058;43.639920000000004;473
21;HC;_create1;0.093941;0.636114;0.1331365;0.252222875;6.053349;24
22;HC;fromParts;0.066671;1.382437;0.07119;0.09280605919661726;43.897265999999966;473
22;HC;_create1;0.094252;0.647408;0.1347805;0.25334775;6.080346;24
23;HC;fromParts;0.066377;0.830312;0.0701415;0.09279335416666672;22.27040500000001;240
23;HC;_create1;0.094649;0.628864;0.138251;0.25751108333333333;3.090133;12
24;HC;_create1;0.09262;0.679922;0.142217;0.2554702833333334;30.656434000000004;120
25;HC;fromParts;0.066666;2.637858;0.07244;0.09447773901535217;178.46844900000025;1889
25;HC;_create1;0.1149;0.809476;0.17127399999999998;0.2851145833333333;27.370999999999995;96
26;HC;fromParts;0.06626;1.699458;0.072107;0.0921413855932203;217.4536699999999;2360
26;HC;_create1;0.092739;0.628797;0.1366835;0.22756241666666674;27.30749000000001;120
27;HC;fromParts;0.068963;0.862071;0.073679;0.09508749579831928;11.315411999999995;119
27;HC;_create1;0.096507;0.611194;0.13046750000000001;0.22541216666666666;1.352473;6
28;HC;fromParts;0.176131;0.834089;0.288595;0.3968525;1.58741;4
29;HC;fromParts;0.066264;0.873692;0.072085;0.08905076375952581;105.16895199999998;1181
29;HC;_create1;0.11218;0.779093;0.16038449999999999;0.2829252;16.975512;60
2;GA;paddedString;0.000223;0.080429;0.000321;0.0005270437146892669;7.462939000000019;14160
7;GA;_create1;0.113877;0.825284;0.159424;0.2782534749999999;33.39041699999999;120
25;GA;getTimeFieldValues;0.000978;0.061661;0.007842;0.011349080000000001;2.269816;200
