heuristic,trial,originalIndividualAvgTime,originalIndividualLOC,originalIndividualCharacters,bestIndividualAvgTime,bestIndividualLOC,bestIndividualCharacters,time,better
HC5,16,"3686",133,3686,"990",41,990,"739,951",true
HC5,17,"3686",133,3686,"1013",42,1013,"795,472",true
HC5,18,"3686",133,3686,"1211",49,1211,"280,979",true
HC5,19,"3686",133,3686,"1068",41,1068,"611,383",true
HC5,
HC5,21,"3686",133,3686,"990",41,990,"896,265",true
HC5,22,"3686",133,3686,"990",41,990,"807,989",true
HC5,23,"3686",133,3686,"1124",45,1124,"366,348",true
HC5,24,"3686",133,3686,"990",41,990,"766,583",true
HC5,25,"3686",133,3686,"1045",41,1045,"440,743",true
HC5,26,"3686",133,3686,"1004",41,1004,"576,014",true
HC5,27,"3686",133,3686,"1004",41,1004,"830,098",true
HC5,
HC5,29,"3686",133,3686,"1196",47,1196,"611,622",true
RD,0,"3686",133,3686,"1128",49,1128,"803,063",true
RD,1,"3686",133,3686,"1196",52,1196,"839,022",true
RD,2,"3686",133,3686,"1121",49,1121,"812,683",true
RD,3,"3686",133,3686,"1126",49,1126,"828,929",true
RD,4,"3686",133,3686,"1121",49,1121,"801,803",true
RD,
RD,
RD,
RD,8,"3686",133,3686,"1124",49,1124,"804,063",true
RD,9,"3686",133,3686,"1132",49,1132,"811,78",true
RD,10,"3686",133,3686,"1126",49,1126,"797,906",true
RD,11,"3686",133,3686,"1121",49,1121,"826,083",true
RD,12,"3686",133,3686,"1293",54,1293,"806,682",true
RD,13,"3686",133,3686,"1121",49,1121,"806,831",true
RD,14,"3686",133,3686,"1128",49,1128,"780,103",true
RD,15,"3686",133,3686,"1163",50,1163,"785,278",true
RD,16,"3686",133,3686,"1129",49,1129,"799,777",true
RD,17,"3686",133,3686,"1121",49,1121,"814,998",true
RD,18,"3686",133,3686,"1121",49,1121,"803,348",true
RD,19,"3686",133,3686,"1121",49,1121,"786,263",true
RD,20,"3686",133,3686,"1121",49,1121,"794,247",true
RD,21,"3686",133,3686,"1133",49,1133,"800,957",true
RD,22,"3686",133,3686,"1258",54,1258,"790,378",true
RD,23,"3686",133,3686,"1157",49,1157,"804,982",true
RD,24,"3686",133,3686,"1121",49,1121,"794,815",true
RD,25,"3686",133,3686,"1131",49,1131,"788,745",true
RD,26,"3686",133,3686,"1130",49,1130,"795,273",true
RD,27,"3686",133,3686,"1131",49,1131,"803,526",true
RD,28,"3686",133,3686,"1121",49,1121,"796,757",true
RD,29,"3686",133,3686,"1140",49,1140,"813,468",true
